topicIdx,short,key,usercode,created,long,version,mode,conf,wordNum,duration,randomImage_idx
35,Alaska ,5828277331558400,XSMB9KGX,2015-03-03T03:04:36,The alaskan terrain ,4,topic-in-a-box,3,20,38,5
47,Regulatory Entities,5828901712429056,BYHIGTQE,2015-03-05T16:16:10,"This is a concept of governance in which we all must navigate or ""deal"" with in some sense in or everyday lives.",4,word,4,10,162,2
6,War with Iraq,5830597687640064,3KWZGK3O,2015-03-04T05:49:17,International controversy during Bush's adminstration regarding the strategy and politics with the war in Iraq,4,word,4,20,112,5
23,Family,5830757138300928,4RGF5TVJ,2015-03-04T18:15:34,Family consistes of children and mother and parents,4,topic-in-a-box,4,5,29,2
34,Park during snow,5830882497658880,0T91DRN3,2015-03-05T15:04:35,A local park was affected by a winter snow storm leading to downed trees and an iced over river. ,4,histogram,4,10,84,2
29,False advertising,5831404604620800,PXSPP2SF,2015-03-05T16:08:00,An article is reporting on false claims in advertising.,4,wordcloud,4,20,30,2
15,Medical Research,5831790883241984,NEKCG1LU,2015-03-03T12:04:18,Medical research evaluates drugs to treat larger health conditions.,4,topic-in-a-box,4,5,36,4
48,Baseball team,5832086162243584,6H5MYHAE,2015-03-05T21:37:53,This is talking about a contract with a baseball team,4,histogram,3,5,22,3
26,Musical,5833304322342912,YLGOPZE9,2015-03-05T17:46:44,Musically related concepts involved in performance. ,4,word,5,5,52,4
29,False Advertising,5834154725867520,LBMODTT1,2015-03-05T15:10:59,The article is about companies using misleading advertising for their products or services.,4,histogram,5,10,25,3
39,ENVIRONMENT ,5835040562872320,6W8WJ6UW,2015-03-05T17:52:27,ENVIRONMENTAL FUND INFORMATION INCLUDING INFORMATION ON OIL INDUSTRY.,4,wordcloud,5,10,72,2
37,Politics,5836003172417536,1BV7G3RL,2015-03-05T16:49:32,Balance of political power in US.,4,histogram,3,5,83,3
30,Terrorism,5837343202213888,BW3JWFB2,2015-03-05T13:09:10,The threat of terrorism in the United States.,4,wordcloud,5,5,31,2
37,construction and development,5838751414616064,H70VGWC9,2015-03-05T21:05:30,These words represent articles discussing the building construction and development.,4,topic-in-a-box,4,10,61,3
20,Geographical,5839489075249152,BYHIGTQE,2015-03-05T16:16:10,The different sizes or scope of geographical/territorial spheres of influence,4,word,4,10,169,2
3,religion,5839920182591488,KULYXEK5,2015-03-05T18:08:19,Something about a church or religion,4,histogram,2,10,56,5
41,Saddam Hussein Execution,5840107013668864,5P3JFI9A,2015-03-06T00:12:00,A descption of the Saddam Hussein execution and how it relates to the government.,4,histogram,5,5,59,1
48,baseball contract team,5843940271980544,J55T8XUF,2015-03-05T20:38:42,Sport related article relating to player contracts,4,wordcloud,4,5,22,4
22,a family,5844015165472768,XLZQLPUJ,2015-03-03T06:41:38,a family is usually build up of a home of people who love each other,4,histogram,3,5,35,1
43,Sadness,5844246825271296,59HI2T9M,2015-03-04T14:14:27,A man's wife died suddenly and he is grief stricken,4,topic-in-a-box,4,5,25,3
30,advertisements,5846901383495680,W7JPLFG3,2015-03-03T06:50:15,Words associated with advertising,4,topic-in-a-box,3,5,85,5
26,jazz music,5847133043294208,YWBC5DBD,2015-03-03T07:14:09,Jazz music is played in a band.,4,wordcloud,3,5,32,5
34,non-profit charity,5847348865400832,C30IZ7L3,2015-03-06T04:20:54,these words are probably used to describe a non-profit charity,4,topic-in-a-box,4,10,73,1
19,Review of Author,5849436756377600,O7TYH8TA,2015-03-06T14:40:58,This is a review written about the book and its author.,4,histogram,5,20,78,5
4,avenue,5849873500864512,SB8GMFK7,2015-03-06T00:00:20,tomorrow we will drive on west avenue ,4,wordcloud,4,5,33,4
2,Media,5850174417010688,BW3JWFB2,2015-03-05T13:09:10,The amount of viewers and listeners to different forms of media,4,wordcloud,4,5,28,2
40,Basketball the sport,5850680417845248,NHEXVV3Y,2015-03-05T16:14:57,The game of throwing a ball in a hoop to score points.,4,wordcloud,4,5,25,5
13,MAN,5851179439357952,50JL2MEQ,2015-03-05T04:19:34,POLICE OF FICERS KILLED A MAN YESTERDAY,4,word,4,5,122,4
15,Expression,5852391157006336,9HLEKMD2,2015-03-04T18:19:25,Expression can come in many forms of art,4,histogram,4,10,24,1
42,belove wife died,5852442159742976,T97RXE52,2015-03-04T05:44:40,his beloved wife died,4,word,3,5,36,1
3,News,5853051239792640,LPCF11IS,2015-03-05T21:49:24,These are various forms of news.,4,topic-in-a-box,5,20,14,4
3,religion,5853790511038464,RUH643FD,2015-03-05T16:38:24,Possibly interactions between roman catholic and jewish faith communities?,4,wordcloud,3,20,56,2
42,important times,5856890672119808,BIMBMQBP,2015-03-03T09:08:57,These are times that are sentimentally meaningful.,4,histogram,3,10,47,4
34,winter weather,5857270776725504,3J8AU92A,2015-03-05T23:28:42,the park  looks pretty in winter time ,4,word,4,10,63,1
49,China Transportation.,5857501362782208,4ER7ZDG9,2015-03-05T18:54:16,The story most likely revolves around the train and transportation issues in Hong Kong.,4,wordcloud,5,5,27,1
9,mountain sports,5858754956361728,H61UPBIN,2015-03-03T07:38:05,Female mexican mountain sports.,4,wordcloud,2,20,40,1
39,US Open,5860628098973696,LIV4F0PR,2015-03-05T16:39:44,The US Open is a large tennis match in which many players compete.,4,topic-in-a-box,4,10,94,2
22,Family,5860809829777408,TG7AL2WG,2015-03-05T18:34:22,A story about a family.,4,histogram,5,10,55,5
47,college schedule,5862230658646016,AXH10FOS,2015-03-05T16:22:50,reporting on various schedules for students in college,4,topic-in-a-box,3,20,28,2
43,Young Marriage,5863205079351296,SS86RXB8,2015-03-05T13:07:16,Young individuals are more likely to have children right away,4,wordcloud,2,10,38,5
19,English History Books,5863489889370112,H40KBT31,2015-03-05T16:45:41,These words describe english history books.,4,word,3,20,49,5
6,Presidential address.,5865345315241984,0KY1L9V4,2015-03-04T04:58:43,Bush's plan for invading Iraq.,4,word,4,20,39,3
49,TRANSPORTATION,5865941510389760,YYTAN1YT,2015-03-03T22:41:26,HOW AMERICA IS RANKING WITH CERTAIN ISSUES,4,word,3,20,46,5
12,computers,5866588976709632,3SU6L9UU,2015-03-05T13:06:03,jargon for different computer terms,4,word,4,20,21,2
20,City officials of Long Island.,5866975255330816,HSX56ZVE,2015-03-03T07:10:15,Talking about the mayor and other city officials of Long Island.,4,wordcloud,4,10,101,4
28,fashion,5867270534332416,G7S0JNB8,2015-03-05T17:54:12,Fashion designers inspired by historical garments.,4,topic-in-a-box,4,20,31,4
40,Sports,5868488694431744,C1D6ZX6Q,2015-03-05T16:18:18,A recount of the previous nights hockey and basketball.,4,word,4,20,61,2
6,Internet searches,5868781825949696,YSCPRKNA,2015-03-04T19:08:54,Most common internet searches from 2001-2009.,4,histogram,4,10,104,5
32,Obituary,5870224934961152,7AFZHK3D,2015-03-05T16:03:12,These tags are relevant to someone passing away.,4,histogram,4,5,53,4
39,fossil fuel efficiency,5870755900293120,8XKRTVIK,2015-03-05T17:57:25,Discussions on the efficiency and poverty-lifting properties of fossil fuels.,4,histogram,4,5,52,2
48,Yankees Player Contracts,5871187544506368,PRTHHSCO,2015-03-05T13:12:46,Overview of all the contracts entered in by Yankees players.,4,wordcloud,4,10,35,1
32,death,5873935786704896,IFJUSSVT,2015-03-05T17:28:57,A person's death may affect others in their family.,4,word,2,5,20,5
47,economics and law,5874673447337984,3H4JOSE5,2015-03-05T14:52:02,money and how it flows through the country legally,4,word,4,20,43,1
14,New medicine,5875291385757696,TIIZXX06,2015-03-05T19:32:36,There is research being done on a new experimental medicine.,4,wordcloud,4,5,35,4
32,Death,5876008913731584,0O0T6CGL,2015-03-03T07:43:53,An author's death is described,4,word,3,20,567,3
45,Cars,5878402015821824,M3M4X6C0,2015-03-05T15:10:35,The article is about various brands of vehicles,4,histogram,5,10,42,1
13,Officers Killed,5879014317096960,UNKUHUQN,2015-03-03T08:23:34,A man killed police officers yesterday.,4,word,4,5,25,4
12,Software versus online,5879199537561600,3GJVJVNL,2015-03-04T06:12:40,Software company is affected by the online technology and internet.,4,word,2,10,124,4
13,Technology,5882085755584512,NBDWGDVJ,2015-03-04T18:25:17,The internet consists of companies and communication,4,topic-in-a-box,4,20,29,3
40,Basketball teams,5882317415383040,TK70V6JJ,2015-03-04T17:00:37,Basketball teams versus other teams in the seasons and their players.,4,word,5,10,53,1
9,Olympic sports,5882725168840704,B8R8L816,2015-03-03T13:58:34,The article is an overview of olympic sports.,4,word,4,20,83,2
42,obituary,5882937501286400,CAFM97LJ,2015-03-03T07:16:33,an announcement of a death along with information about the funeral.,4,wordcloud,4,20,58,5
49,Chinese-Canadian immigrants,5884353498316800,MTFW8SR6,2015-03-05T05:46:49,"Chinese immigrants, especially from Hong Kong, are a major strain on public transit in Canada.",4,wordcloud,5,20,88,1
22,public issue,5884862720376832,AGPCLK8S,2015-03-05T13:35:39,news about public issue.,4,topic-in-a-box,3,5,29,3
12,Connectivity,5885358789099520,RP4MTO0J,2015-03-05T18:11:22,How the internet is expanding the ability to connect to people regardless of distance.,4,wordcloud,4,5,32,5
22,Something related to families,5885565484400640,7N4VF1Q1,2015-03-04T10:55:24,Something related to families?,4,histogram,1,10,18,5
35,winter weather,5885864789934080,XMAOHOQ7,2015-03-05T21:18:32,These words are from articles discussing winter weather and possibly how to prepare for it.,4,topic-in-a-box,4,10,35,4
44,art,5886374011994112,OTVGSWNL,2015-03-03T07:24:47,A variety of art that can include performances in theater or music.,4,histogram,3,10,80,5
17,us supreme court,5886921083453440,FG3174NE,2015-03-04T04:24:33,the highest court in the country,4,word,4,5,147,4
22,public opinion,5888348086337536,2O6HZ403,2015-03-05T13:20:37,The concepts is related to public opinion on a topic.,4,topic-in-a-box,3,10,87,5
16,job,5889807301476352,5XN93F9T,2015-03-05T16:44:39,working sucks,4,wordcloud,4,10,6,2
32,Soldier Biography Review,5891527972749312,N5MGY4AG,2015-03-05T14:59:41,Book about the life and trials of an american soldier,4,wordcloud,3,10,89,3
46,Free ,5892685734871040,O7TYH8TA,2015-03-06T14:40:58,"This refers to all the free, events to students , and it represents The Theater of the Arts.",4,histogram,3,20,360,5
47,government,5892883571802112,RBE0X6UY,2015-03-05T15:43:43,government and any form or rules at the end of the year,4,histogram,3,10,37,1
12,online internet video,5893417221488640,ZDGCTDRI,2015-03-05T18:10:27,a place where all internet media is gathered.,4,wordcloud,4,10,26,3
1,state healthe insurance,5893853965975552,R3CS9NMF,2015-03-05T16:31:55,Opinions on state health insurance.,4,wordcloud,3,20,126,4
12,actions,5895159904468992,84BG5PUZ,2015-03-03T12:25:50,Actions people perform.,4,topic-in-a-box,1,5,50,3
9,Winter Olympics,5895812471062528,ZX8X6WLX,2015-03-06T01:33:15,The article is about international sports competitions or training for such events.,4,histogram,3,20,38,5
48,major league contracts,5896371622117376,2KKCZTSC,2015-03-03T06:59:21,major league baseball contracts are so large ,4,histogram,4,5,38,4
29,Iran's nuclear ambitions,5896422624854016,DEJKBGVE,2015-03-03T03:26:47,What are various countries doing about Iran's nuclear plans?,4,topic-in-a-box,4,20,294,3
9,SKI INFORMATION ,5898389451440128,1EDZH5VP,2015-03-05T17:58:22,SKI AND MOUNTAIN INFORMATION AROUND THE WORLD ,4,word,4,5,80,4
15,movies,5898646075736064,KV36ELES,2015-03-03T11:08:02,a film created and screened in a theater,4,wordcloud,4,10,42,2
10,Sports,5898674261458944,JKQ59QYO,2015-03-06T07:20:52,"Olympic events involving different sports, nations and groups. ",4,topic-in-a-box,5,20,38,1
40,Venezuelan oil,5899270456606720,UR3KGOOV,2015-03-05T18:05:04,environmental and economic impact of Venezuelan oil industry,4,topic-in-a-box,4,20,87,4
5,hotel food,5899917922926592,E7C3HZA9,2015-03-05T14:59:29,In cities good restaurants and bars can be in hotels.,4,word,4,5,104,5
32,Martin Luther KIng,5901481827893248,DSEU7SUD,2015-03-05T15:16:11,He was a civil rights leader.,4,wordcloud,1,5,20,5
37,New Park,5901773348798464,HC8RXI0I,2015-03-05T17:50:24,A city is building a new park that will have buildings for events.,4,topic-in-a-box,3,10,38,4
41,Sadam's Death,5902159627419648,15Q9J1CT,2015-03-04T13:12:55,Story about Hussein's death by hanging and it's impact,4,histogram,5,20,72,3
6,finding good hotel,5902454906421248,GH19ISEG,2015-03-06T17:10:28,This seems like terms related to finding a safe hotel in an unfamiliar place.,4,topic-in-a-box,4,20,47,5
33,people opinion better,5905409307049984,J55T8XUF,2015-03-05T20:38:42,Gauging people's opinions about something,4,wordcloud,2,5,28,4
31,Date Night Restaurants,5905940272381952,1FJL4PD5,2015-03-06T00:42:53,These articles suggested restaurants that would be good for dates. ,4,histogram,4,20,22,2
26,Jazz music,5906371916595200,1PZS2VCS,2015-03-05T19:30:28,Discussion of jazz music and it's influences.,4,histogram,4,20,25,4
17,judicial,5907711946391552,0QHM0WV1,2015-03-05T16:02:48,report on courtroom happenings,4,histogram,4,5,34,3
44,gender identity ,5908018499682304,XSMB9KGX,2015-03-03T03:04:35,being able to cope with ones gender,4,topic-in-a-box,2,20,45,5
21,jersey city mayor,5909120158793728,TGKB3W2I,2015-03-06T14:26:17,mayor of jersey city,4,topic-in-a-box,5,20,25,1
34,Seasonal changing.,5909857819426816,XZ5JAPDT,2015-03-05T17:51:17,The seasons are changing and this can be seen in nature.,4,wordcloud,4,20,33,3
9,Ski Resort,5910288926769152,JUA4S4L0,2015-03-06T03:48:30,A ski resort in the united states offers many different types of entertainment throughout the year.,4,wordcloud,3,10,70,2
23,Family Deaths,5913156354310144,WEWU8U98,2015-03-05T19:14:38,Dealing with a loss of a family member or friend is hard.,4,word,3,10,23,5
23,"Grief, Loss, ",5914309016158208,16YLMR3K,2015-03-05T17:08:18,The concept involves grief and loss.,4,histogram,3,20,88,3
36,New York,5914615569448960,0O0T6CGL,2015-03-03T07:43:53,A project in New York city.,4,word,3,20,23,3
5,travel review,5916867206053888,HIJB7NP0,2015-03-06T06:57:48,A description of what there is to do in a city you would want to explore,4,histogram,4,5,53,4
1,welfare,5917717609578496,BUXP50R0,2015-03-05T18:09:45,health insurance is important for society,4,word,4,5,17,2
38,Presidential Elections,5918603446583296,10DLNJB9,2015-03-06T00:04:27,What's considered during a presidential campaign. ,4,topic-in-a-box,4,20,202,2
48,Proposed Tax Law,5919537870405632,TBCQ96Z0,2015-03-03T02:49:46,Federal government proposes tax law on corporations.,4,topic-in-a-box,3,20,115,5
22,mother father children,5919880394047488,KHZN86MM,2015-03-05T16:31:22,healthy family concepts,4,wordcloud,2,5,43,5
7,real estate,5920242245042176,TIB67OM7,2015-03-05T17:54:44,real estate housing costs,4,wordcloud,4,20,29,4
29,Energy Crisis ,5921049162022912,GKENX5XE,2015-03-05T13:12:22,Discussing the international worlds views on different energy platforms,4,topic-in-a-box,3,5,29,5
48,Sports,5921548183535616,TCD7A0XV,2015-03-04T04:20:45,This concept is about sports.,4,word,4,20,14,4
33,social,5922759901184000,6JUC742V,2015-03-03T12:24:32,This describes something about people's lives,4,wordcloud,1,10,26,1
8,finance,5924159255216128,M1M0FOKN,2015-03-05T13:00:11,analysis of the financial markets will show many trends,4,wordcloud,4,20,18,3
11,advice column,5924254012932096,TCDW77U9,2015-03-05T04:37:59,a write a letter for advice column ,4,histogram,1,5,49,1
36,development,5925034354802688,K6GGSQJ2,2015-03-04T04:34:36,A city is beginning a development project.,4,word,4,10,57,2
23,A funeral,5925919386501120,C3DD11EF,2015-03-03T14:11:35,A funeral with many people at a jewish synagoge.,4,word,3,20,19,2
44,Music,5926306201993216,5YNT5OWP,2015-03-05T16:15:13,"Music can be presented in many ways such as productions, operas, orchestras and bands.",4,wordcloud,4,20,57,3
13,CRIME,5927639520903168,LJW8SV88,2015-03-05T17:46:45,CURRENT NEWS,4,wordcloud,5,20,21,2
36,corporations,5927870106959872,F0PILM0B,2015-03-05T16:30:29,A look at the ups and downs of a particular corporation.,4,topic-in-a-box,3,10,34,4
12,digital video,5929940012761088,2WP3JVFL,2015-03-04T19:59:32,rise of digital media and internet,4,wordcloud,4,20,89,2
19,History book,5929966051000320,3QY34690,2015-03-03T13:55:50,A book that goes in to detail about history and life. ,4,histogram,4,10,31,1
0,consumer goods,5930996843151360,46VE587V,2015-03-05T12:58:27,household goods and pets can be utilized in a home,4,word,4,20,37,4
37,Building,5931178573955072,60UX58YQ,2015-03-05T16:15:11,A building is being built near a park,4,topic-in-a-box,2,5,32,5
41,Middle East situation,5931790875230208,UHOHNVQW,2015-03-04T01:17:53,"Discussion of Iraqi government, past and present and Muslim influence",4,word,4,5,134,3
41,The game of basketball,5931976095694848,LWS362QM,2015-03-05T00:14:45,The basket ball game is all enriched with many rules that are very appealing to the majority.,4,topic-in-a-box,3,10,60,1
35,Finance and Business,5932599402823680,NF1IC37R,2015-03-05T12:57:08,The various words here describe the climate of management of corporations and their executive boards.,4,wordcloud,4,20,33,3
40,sports,5933233984241664,TMJGH57G,2015-03-03T06:59:30,A basketball game,4,word,5,5,21,5
39,Williams Wins Open,5933858633547776,47U7T4B4,2015-03-05T15:03:31,Serena Williams wins her second open in the final seconds of the match. ,4,topic-in-a-box,4,5,51,3
11,common misconceptions,5935714059419648,3AOFKJR9,2015-03-03T08:25:01,Things people think they know that are wrong,4,word,2,5,51,4
26,Concert,5936310254567424,I1OAESZM,2015-03-03T06:59:59,Live concerts are a space to hear a wide variety of music types. ,4,word,3,20,59,3
8,time,5937639278510080,GKLUGTNZ,2015-03-05T15:55:17,economy is improving,4,word,3,10,26,1
4,Religion,5938641348067328,9OM9HL94,2015-03-06T07:28:10,Different religious sects and words relating to their denominations. ,4,topic-in-a-box,5,20,55,4
40,Basketball Game,5938857438609408,3B5NVNGZ,2015-03-05T12:53:32,This article is about the knicks vs nets basketball game.,4,histogram,4,10,18,1
31,Fresh Restaurant ,5939150570127360,PZOQZAQM,2015-03-03T13:33:04,New restaurant makes fresh foods,4,word,2,20,59,1
39,energy,5941124644470784,G240RUDJ,2015-03-05T15:31:45,The energy industry needs funding to reduce global emissions.,4,word,2,10,97,2
9,Winter Olympics,5941751441260544,SX5Y2ZUV,2015-03-06T13:04:28,The concept describes a winter sport ,4,wordcloud,4,5,47,5
41,New York Basketball,5942583859609600,VAYA646A,2015-03-05T18:02:34,Comparison of season's success for NYC NBA teams,4,topic-in-a-box,2,10,36,1
26,Street musicans,5942861421871104,2NVOQXQW,2015-03-04T21:23:48,Different people on the street play different kinds of music,4,word,4,20,30,1
0,Cooking,5943599082504192,Y7I3RXQ0,2015-03-05T15:54:11,How to cook a healthy meal.,4,wordcloud,5,5,12,2
38,Tennis,5944304530882560,Z6PC2QBA,2015-03-05T15:45:02,The article is about a tennis competition that one of the Williams sisters competed in.,4,word,4,5,30,5
21,opinion,5945473298857984,OQD5SR2R,2015-03-05T12:50:17,The words represent an opinion poll on news topics,4,histogram,4,20,45,5
16,Home Buying,5945660129935360,9W2JX3BH,2015-03-05T17:06:57,Seems like an article about someone losing their home.,4,histogram,4,20,38,4
10,Airport Safety,5945969904451584,9HKADCYE,2015-03-04T17:59:58,Most travelers are concerned about international travel.,4,wordcloud,4,5,42,5
43,Human sexual development,5947532198805504,0EVALCNZ,2015-03-03T07:55:23,Discussion of learning about and experiencing sex throughout a human life,4,histogram,2,10,80,1
11,Friendship,5949493388247040,N6ZYJC08,2015-03-06T12:13:51,People with a  close friendship often are more positive.,4,histogram,4,20,84,2
36,local infrastructure,5949568281739264,FH190Z6W,2015-03-03T07:35:54,"An article about local public infrastructure, which includes buildings, streets, centers and parks.",4,word,4,5,44,4
36,National goverment,5949799941537792,Q6RDRZK6,2015-03-05T05:12:43,This is talking about government related buildings ,4,histogram,2,5,56,5
34,Global warming,5952686159560704,NZPDJ9KZ,2015-03-03T08:22:40,Global warming is affecting the climate.,4,histogram,4,20,34,4
16,Career,5953093913018368,7LC902HF,2015-03-03T05:09:32,Work and Life.  This suggests careers and how they change over the lifespan.,4,word,4,5,51,5
25,Students in college,5955426617131008,4HWVKF74,2015-03-06T14:11:59,School students choosing between university or college schools.,4,wordcloud,3,5,325,5
16,resume,5955727533277184,0QHM0WV1,2015-03-05T16:02:48,report of a persons working through life,4,histogram,4,5,65,3
22,family relations,5956233534111744,IFJUSSVT,2015-03-05T17:28:56,Families have various people within one home.,4,word,2,5,33,5
31,Restaurant review,5957289827631104,T0OC8ISM,2015-03-03T07:22:32,A review for a local restaurant.,4,histogram,3,20,47,4
25,COLLEGES ,5959343627304960,LJW8SV88,2015-03-05T17:46:45,COLLEGES AND UNIVERSITIES INFORMATION ,4,wordcloud,5,20,32,2
2,entertainment,5960176045654016,NCFRNXEM,2015-03-05T13:02:04,many forms of consuming culture exist,4,histogram,4,20,11,3
20,Jobs,5960453607915520,4F4KDGR7,2015-03-03T07:23:59,Jobs that are located in certain areas,4,word,3,20,17,2
8,real estate,5961490574082048,U23Z5RPU,2015-03-05T20:16:44,terms commonly used in real estate listings,4,topic-in-a-box,4,20,36,2
35,federal government,5962443788386304,KGQGK6YI,2015-03-04T04:42:48,supreme system of country's management,4,word,4,20,21,1
1,Health Coverage,5962823892992000,78CO76L1,2015-03-06T15:16:16,"Article on Health Care , and the state of Albany, Governor Bruno and how he feels about it.",4,histogram,5,20,135,4
26,varieties of music ,5963252315979776,JXCLVAZQ,2015-03-05T13:04:52,Different recording artists and the music they release,4,histogram,4,10,58,2
14,Medicines for diseases,5963562090496000,03AO93Q7,2015-03-03T07:21:20,Health conditions for a disease and it's medications,4,word,4,10,92,3
37,politics,5963785965666304,HBQE4QUG,2015-03-05T16:12:02,Congress is deadlocked by partisanship,4,wordcloud,3,10,20,1
27,International Fashion Review,5964222710153216,N5MGY4AG,2015-03-05T14:59:41,comparison of fashion designed between multiple designers of different nationalities,4,wordcloud,4,10,62,3
20,Jersey locality,5964308072628224,YNPLK0OF,2015-03-04T01:36:53,Details of the Jersey location,4,word,4,5,63,5
7,Housing development,5965528648646656,VLK5HP6L,2015-03-03T06:09:59,The construction process of a house or building.,4,histogram,4,5,50,3
5,A popular hotel.,5966181215240192,0IXWQ8TK,2015-03-05T17:47:22,A popular hotel has a very liked restaurant and bar.,4,wordcloud,3,5,31,5
28,war,5966362946043904,ACJ0F7MA,2015-03-06T05:30:58,The united states is prepared to start an international nuclear war that will affect the world.,4,histogram,4,5,31,5
44,Performance Art,5967400449081344,NF1IC37R,2015-03-05T12:57:08,"The types of art performed for an audience via acting, dancing, and singing.",4,wordcloud,4,20,19,3
22,family ,5967783774912512,HZRNU7IN,2015-03-05T17:52:37,This is an article about a family with young children.,4,word,3,20,28,2
44,visual arts,5968758195617792,NHEXVV3Y,2015-03-05T16:14:57,A wide variety of visual arts such as dance or theater.,4,wordcloud,4,5,31,5
21,National News,5969043005636608,4ER7ZDG9,2015-03-05T18:54:16,A story that effects the general public in some what.,4,wordcloud,2,5,53,1
15,History of film,5969639200784384,PT4K2UUO,2015-03-05T16:01:09,This tell of the origin of film at the museum.  ,4,word,4,10,38,5
14,A Crime scene.,5970898431508480,LWS362QM,2015-03-05T00:14:45,"Yesterday, there was a mudere atempt in which men were not killed.",4,topic-in-a-box,5,10,86,1
32,Obituary ,5971494626656256,96Q22GBT,2015-03-04T15:27:15,I the words are from an obituary. ,4,word,5,10,75,1
23,Obituary,5971619986014208,8RGBO7K4,2015-03-05T13:08:49,This revolves around someone's death and the things noted in his/her obituary.,4,wordcloud,5,10,36,3
46,Museum,5972142092976128,Y7I3RXQ0,2015-03-05T15:54:11,Check out this awesome street art at the museum!,4,wordcloud,2,5,15,2
15,Art films,5972528371597312,20NOLOJ9,2015-03-03T10:55:36,Upcoming film and art shows,4,histogram,2,10,27,5
23,Relations of the Household,5972823650598912,QYBCI1LN,2015-03-05T20:39:25,How families relate to other members in a house,4,topic-in-a-box,3,10,96,4
22,speech,5974892214222848,52NE678P,2015-03-05T13:02:55,Giving a speech.,4,topic-in-a-box,4,5,26,2
21,Public Opinion,5975778051227648,G2DR69AC,2015-03-05T17:22:57,The public opinion is what the general public feels about a certain topic or issue.,4,wordcloud,3,10,54,2
39,Global Energy,5976309016559616,MKS61QL3,2015-03-05T19:01:49,Energy consumptions globally and how it affects the environment.,4,wordcloud,4,10,52,4
36,city center,5976740660772864,AMMLSN2V,2015-03-05T16:32:18,"The city center has buildings and a park, but be careful crossing the street.",4,histogram,3,5,70,5
42,obituary,5978080690569216,JXCLVAZQ,2015-03-05T13:04:52,An obituary,4,histogram,4,10,29,2
46,Community,5978783454593024,5XY7CCCW,2015-03-06T12:51:59,I think the words represent community development themes,4,word,4,10,33,4
38,government,5979488902971392,QBKE36IN,2015-03-05T19:28:48,The concept is to elect officials to govern the country.,4,topic-in-a-box,3,20,108,3
8,Sales figures,5980226563604480,PT4K2UUO,2015-03-05T16:01:09,The status of yearly output of the company.  ,4,word,4,10,37,5
45,CARS,5980657670946816,LJW8SV88,2015-03-05T17:46:45,CAR AND AUTO INFORMATION ,4,wordcloud,5,20,28,2
15,pharmaceutical,5980844502024192,J4D9XMB3,2015-03-05T22:28:50,all needs to be linked by the government.,4,topic-in-a-box,3,5,143,3
1,State Heath Care,5983525098487808,R6G55YKI,2015-03-06T03:58:13,The state health care department is run by eliot spitzer.,4,word,3,10,64,4
4,New York City,5984677760335872,MKS61QL3,2015-03-05T19:01:49,Places in New York City,4,wordcloud,4,10,27,4
32,Martin Luther King,5987870531649536,9LEY9BXL,2015-03-03T06:29:00,Civil rights leader.,4,wordcloud,2,5,23,5
14,Arrest yesterday,5989906614583296,9WYYY1IW,2015-03-03T07:33:55,Yesterday 2 police officers charged a man with attempted murder.,4,topic-in-a-box,4,10,149,2
14,News,5990174244732928,JKQ59QYO,2015-03-06T07:20:52,Local news involving the police department. ,4,topic-in-a-box,5,20,42,1
28,US nuclear war,5990249138225152,KULYXEK5,2015-03-05T18:08:19,The United States is concerned about a nuclear war with Iran,4,histogram,4,10,42,5
20,Local politics,5990911905366016,JXCLVAZQ,2015-03-05T13:04:52,Politics on the state and local level,4,histogram,4,10,32,2
0,health,5991417906200576,Z6PC2QBA,2015-03-05T15:45:02,This article is about healthy habits.,4,word,3,5,19,5
43,Adulthood,5991916927713280,YSCPRKNA,2015-03-04T19:08:54,Different things involved with being an adult.,4,histogram,5,10,41,5
30,war,5993179648098304,H8DYUZBJ,2015-03-04T04:37:30,Countries fighting,4,word,3,5,9,2
49,"culture, language, country",5994829452410880,GWWVGGKX,2015-03-04T21:11:43,The train is the primary use of transportation for most Chinese people.,4,word,4,5,125,2
21,public forum,5995146474684416,R7F8NL9U,2015-03-06T13:22:40,a place where the public can come and ask questions about current issues they hear about in the media,4,histogram,4,10,37,5
23,Succession planning,5996674946170880,U4MX2X3J,2015-03-05T16:58:57,The succession planing of a company,4,histogram,3,10,26,4
49,Foreign,5997277046898688,YSCPRKNA,2015-03-04T19:08:54,Different modes of transportation in different countries.,4,histogram,4,10,44,5
17,Career,5997628160475136,A6P0P09P,2015-03-03T07:44:44,Your job which usually takes years to progress.,4,topic-in-a-box,2,5,42,1
47,Proposed tax changes,5998970337755136,URNJ2R3N,2015-03-05T14:56:27,Taxes,4,word,5,20,26,2
48,Sports,5999154216042496,51TRJWLD,2015-03-04T19:57:51,"Mostly baseball terms, different news about moves teams make",4,histogram,4,20,37,5
27,International fashion,5999492444717056,0CA3TKMN,2015-03-03T07:33:12,An article concerning international influences in American fashion.,4,word,4,10,27,5
43,Young Marriage,6000334795177984,15Q9J1CT,2015-03-04T13:12:55,Kids getting married young ,4,histogram,2,20,56,3
33,Social People Better,6001365587329024,C1D6ZX6Q,2015-03-05T16:18:18,People work better when they have a good social life.,4,word,3,20,211,2
37,Senate,6001547318132736,RP4MTO0J,2015-03-05T18:11:22,The Republican party has retaken control of the Sentate,4,wordcloud,4,5,28,5
47,tax for companies,6002968147001344,UCX9QJLA,2015-03-05T16:07:28,the government has added a new tax for companies,4,histogram,3,10,45,3
